psraid,internetUse,emailUse,internetYest,facebookUse,myspaceUse,linkedinUse,profileUse,twitterUse,payMusic,payVideo,payPhoto,payNews,payEbook,payGame,payRingtone,paySoftware,payApp,payAmount,payAmountMonth,household,emp,parent,sex,age,educ,race,inc,iphoneUse,twitterCheckFreq
300422,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,,9998,3,5,2,1,57,3,1,4,2,
300425,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,,10,2,4,1,2,38,5,1,99,2,
300427,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,9998,9998,2,1,2,1,69,5,1,6,2,
300434,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,100,0,1,1,2,2,55,7,1,7,2,
300435,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,,0,2,1,2,1,64,6,1,6,2,7
300436,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,5,2,1,62,5,1,99,2,
300437,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,0,0,3,4,2,2,61,6,1,7,2,
300438,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,200,200,2,1,2,2,60,7,1,8,2,
300442,1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,70,70,2,2,2,2,23,6,2,8,2,7
300444,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,63,6,1,99,1,
300446,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,81,3,1,99,1,
300447,1,1,1,2,2,2,2,2,1,2,2,1,2,1,2,1,1,100,0,2,2,2,2,50,5,1,7,2,
300448,1,1,1,2,2,8,2,2,2,2,2,2,2,2,2,2,2,,9998,2,3,2,2,66,6,1,99,2,
300449,2,2,,,,,,,,,,,,,,,,,,4,1,1,1,41,1,2,1,2,
300450,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,80,3,1,5,2,
300451,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,86,2,1,2,1,
300455,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,,0,2,1,2,1,63,7,1,7,2,
300456,2,2,,,,,,,,,,,,,,,,,,1,5,2,1,86,1,4,99,1,
300457,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,0,6,1,2,1,49,7,1,5,2,7
300459,2,2,,,,,,,,,,,,,,,,,,2,1,1,1,59,3,2,2,2,
300460,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,5,3,2,2,53,3,2,6,2,
300461,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,0,0,1,1,2,1,34,6,1,99,2,
300463,2,2,,,,,,,,,,,,,,,,,,3,4,2,1,59,3,9,4,2,
300466,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,100,9998,2,1,1,1,47,7,1,8,2,
300467,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,,200,3,1,2,2,18,3,1,4,2,3
300468,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,99,9,1,99,1,
300472,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,,0,1,3,2,2,72,3,1,99,2,7
300473,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,69,2,1,2,1,
300474,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,,50,4,1,1,2,41,4,4,7,2,
300475,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,3,3,2,1,76,3,1,3,2,
300476,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,,0,2,1,1,1,40,7,1,9,2,
300478,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,2,3,2,2,52,6,1,8,2,
300484,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,1,54,3,3,99,2,
300485,2,2,,,,,,,,,,,,,,,,,,1,5,2,1,65,1,1,99,1,
300486,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,82,3,1,99,2,
300488,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,1,100,100,4,1,2,2,61,3,1,9,2,
300489,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,,30,2,1,1,1,35,6,1,3,2,
300491,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,,0,2,2,2,2,55,4,1,99,2,
300494,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,1,4,2,1,99,2,1,99,1,7
300495,2,2,,,,,,,,,,,,,,,,,,1,2,2,2,83,2,1,2,1,
300496,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,,9999,2,4,2,2,99,7,9,99,2,7
300497,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,3,2,2,55,3,1,5,2,7
300498,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,9996,3,3,2,1,73,5,2,99,2,
300499,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,99,3,1,4,2,
300505,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,,0,2,4,1,2,29,6,1,9,2,1
300512,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,99,6,1,99,1,
300513,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,0,4,1,2,1,47,3,1,8,1,
300514,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,74,3,1,1,2,
300515,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,2,50,5,2,99,2,
300517,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,80,3,1,3,1,
300521,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,,0,2,3,2,2,59,3,1,5,2,
300522,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,3,2,1,69,7,1,8,2,
300523,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,1,4,2,1,47,3,2,3,1,7
300526,2,2,,,,,,,,,,,,,,,,,,4,1,2,1,45,9,9,99,2,
300530,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,30,2,1,1,2,99,7,1,7,2,
300531,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,4,1,2,27,5,1,7,2,
300535,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,,20,1,1,1,2,33,5,1,4,2,7
300540,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,85,6,1,99,2,
300541,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,2,2,84,6,1,3,2,
300544,2,2,,,,,,,,,,,,,,,,,,1,3,2,1,72,7,1,99,2,
300545,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,3,2,1,78,6,1,8,2,
300549,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,2,54,5,5,5,2,
300553,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,,75,1,1,2,1,61,7,1,6,2,4
300556,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,66,3,1,6,2,
300557,2,2,,,,,,,,,,,,,,,,,,2,2,1,1,51,3,1,4,1,
300559,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,200,0,2,3,2,2,63,7,1,5,2,
300560,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1,3,2,1,71,3,1,2,1,
300562,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,24,40,2,1,1,2,54,3,1,99,2,7
300564,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,90,3,1,99,2,
300566,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,2,56,3,1,99,2,
300567,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,50,10,2,1,1,1,49,6,1,99,2,
300568,2,2,,,,,,,,,,,,,,,,,,2,4,1,2,67,2,1,99,1,
300570,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,,0,2,1,1,2,39,6,1,6,2,
300572,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,75,6,1,6,2,
300573,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,,0,1,1,1,1,45,6,1,7,2,
300574,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,99,7,1,99,1,
300578,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,,0,2,1,2,2,99,6,1,99,2,7
300579,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,3,2,2,99,3,1,4,1,
300581,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,50,50,1,1,2,1,45,6,1,99,2,
300582,1,1,1,1,1,2,2,2,2,8,2,2,2,1,1,2,2,,9998,2,1,1,2,39,5,1,7,2,6
300587,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,2,53,2,1,99,2,
300589,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,2,3,2,1,74,5,1,99,2,
300590,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,60,25,1,3,2,2,82,3,2,1,2,
300591,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,5,2,1,49,3,1,5,2,
300593,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,0,2,3,2,2,61,3,1,4,2,
300595,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,80,5,1,5,2,
300596,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,79,3,1,3,2,
300599,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,1,34,7,1,8,1,
300600,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,2,3,1,1,77,5,1,99,2,
300602,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,60,5,2,4,2,
300605,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,,0,2,2,2,2,52,5,1,99,2,
300606,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,0,2,1,2,1,99,3,1,99,1,
300607,1,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,,1,3,9,9,2,99,6,1,99,2,
300608,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,81,5,1,2,2,
300612,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,99,6,2,99,1,
300618,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,66,6,1,99,1,
300619,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,0,9,9,9,2,99,9,9,99,2,7
300622,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,84,5,1,99,2,
300623,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,1,54,6,1,9,2,
300624,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,2,2,2,59,3,2,4,1,
300625,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,1,1,20,20,3,1,2,2,20,3,1,2,2,5
300627,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,79,6,1,2,2,
300628,2,2,,,,,,,,,,,,,,,,,,1,3,2,1,88,3,1,99,2,
300637,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,3,1,2,2,99,3,4,99,2,
300639,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,2,1,1,1,52,7,1,8,2,
300644,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,,0,2,4,1,2,41,3,1,8,2,
300645,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,,0,2,1,1,2,35,2,1,6,2,
300646,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,0,2,3,2,2,80,6,1,9,2,7
300649,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,1,6,2,1,18,4,3,99,1,7
300652,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,78,3,1,2,2,
300653,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,1,2,2,60,3,1,99,2,
300654,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,0,1,1,1,2,99,9,1,99,2,7
300657,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,,0,4,2,2,2,52,7,1,99,2,
300666,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,,0,2,1,1,1,49,3,1,5,2,
300669,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,,45,1,1,2,1,55,6,1,9,2,4
300671,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,75,4,1,2,1,65,6,1,7,2,
300672,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,1,2,40,7,1,6,2,
300674,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,9998,4,1,2,1,46,5,4,7,2,
300676,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,,25,3,4,1,2,41,3,1,99,2,
300677,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,2,3,2,1,67,3,1,4,2,
300680,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,9999,9999,2,1,2,2,64,6,1,99,1,
300685,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,,5,2,1,1,1,62,5,2,5,2,
300686,2,2,,,,,,,,,,,,,,,,,,2,4,2,1,40,3,2,3,2,
300687,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,,0,2,1,2,2,53,3,1,5,2,
300689,2,2,,,,,,,,,,,,,,,,,,1,3,2,1,62,2,2,3,2,
300691,2,2,,,,,,,,,,,,,,,,,,2,1,1,2,34,3,4,99,2,
300693,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,,5,3,1,1,1,41,7,1,6,2,
300697,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,,30,2,1,1,2,40,5,1,7,2,
300702,1,8,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,,9998,3,3,2,1,50,5,6,3,2,
300703,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1500,30,2,1,1,1,43,5,1,8,2,7
300704,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,1,2,61,5,2,1,2,
300709,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,,0,1,4,2,2,51,5,1,99,2,7
300710,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,,80,2,1,2,2,49,7,3,6,2,
300713,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,,9998,1,3,2,2,77,5,1,99,2,
300718,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,,0,2,1,2,2,48,5,1,6,2,
300721,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,,0,2,3,2,2,59,3,1,7,2,7
300722,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,,50,2,1,1,1,38,6,1,5,2,
300726,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,0,2,1,2,2,72,5,1,8,2,
300727,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,3,1,1,99,3,1,1,2,
300728,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,150,0,2,1,1,2,40,5,1,8,2,
300732,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,2,1,81,7,1,99,2,
300735,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,,0,2,4,2,2,47,5,1,99,2,1
300738,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,4,4,2,2,56,3,1,4,2,
300739,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,120,0,2,1,1,1,42,7,1,7,2,
300742,2,2,,,,,,,,,,,,,,,,,,2,1,1,2,68,1,2,1,1,
300751,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,4,3,2,1,67,6,1,3,1,
300752,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,,0,3,1,2,2,47,5,1,7,2,
300756,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,,0,4,1,2,2,51,6,1,8,2,
300757,1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,70,33,2,3,1,1,75,3,1,6,2,7
300759,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,,1,6,2,2,1,22,5,1,7,2,
300760,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,62,7,1,8,2,
300761,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,,5,1,4,2,1,45,3,4,1,2,
300763,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,,9998,3,2,2,2,37,6,2,5,2,7
300767,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,2,2,1,2,33,6,1,8,2,
300768,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,71,4,1,2,2,
300769,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,0,3,4,2,2,54,2,1,3,1,
300771,2,2,,,,,,,,,,,,,,,,,,2,2,2,2,50,3,1,5,2,
300776,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,,39,2,1,2,2,45,7,1,7,2,
300777,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,64,3,1,3,2,
300780,2,2,,,,,,,,,,,,,,,,,,2,1,2,2,72,5,1,5,1,
300781,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,4,1,1,2,53,6,1,8,2,7
300784,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,,100,2,1,2,1,65,7,1,8,2,7
300786,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,1,2,2,50,6,1,5,2,
300790,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,55,0,1,4,2,1,64,7,5,6,2,
300792,2,2,,,,,,,,,,,,,,,,,,2,1,2,2,50,2,5,4,2,
300796,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,4,4,2,2,62,3,1,7,2,
300802,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,0,2,4,2,2,75,3,1,4,2,
300805,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,4,2,2,2,50,5,1,9,2,
300808,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,1,1,2,33,7,1,7,2,7
300809,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,3,3,2,2,71,6,1,8,2,
300810,2,2,,,,,,,,,,,,,,,,,,1,3,2,1,59,2,2,1,2,
300811,2,2,,,,,,,,,,,,,,,,,,1,3,2,1,67,1,9,3,2,
300812,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,2,1,1,1,50,3,1,7,2,
300813,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,,50,1,1,2,1,48,6,1,6,2,
300816,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,2,2,69,5,1,3,2,
300819,1,1,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,100,5,1,1,1,1,99,6,1,99,2,
300820,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,,4,1,1,1,1,35,7,1,5,2,
300831,2,2,,,,,,,,,,,,,,,,,,1,3,9,1,87,1,1,1,1,
300836,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,4,1,2,50,6,6,6,2,
300839,2,1,2,2,2,2,2,2,1,2,2,8,2,2,2,2,2,,0,1,3,2,2,90,5,1,5,1,
300840,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,1,3,2,2,82,3,1,3,2,
300841,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,0,4,4,2,2,49,6,1,99,2,
300843,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,1,2,42,3,1,4,2,
300845,2,2,,,,,,,,,,,,,,,,,,3,3,2,2,65,3,1,3,2,
300852,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,72,6,1,4,2,
300856,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,,0,2,3,2,1,58,7,1,6,2,
300858,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,4,1,2,2,53,6,1,6,2,
300862,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,0,4,1,2,2,99,5,1,99,2,
300863,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,4,2,1,57,6,1,9,2,
300865,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,1,18,2,1,4,2,7
300867,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,4,6,2,2,22,5,6,99,2,
300868,2,2,,,,,,,,,,,,,,,,,,2,4,2,1,18,2,6,99,1,
300869,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,1,2,2,70,6,4,8,2,
300870,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,,0,1,3,2,2,72,3,1,3,2,
300871,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,99,2,1,99,2,
300872,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,75,3,1,99,2,
300875,2,2,,,,,,,,,,,,,,,,,,2,2,1,2,49,3,1,5,2,
300876,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,45,1,2,2,2,70,5,1,7,2,
300877,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,,0,9,1,9,2,99,6,1,7,2,7
300880,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,9998,2,3,2,2,74,3,1,99,2,
300881,2,2,,,,,,,,,,,,,,,,,,2,3,2,2,74,3,1,6,1,
300882,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,300,5,2,1,2,2,59,5,1,9,2,
300883,2,2,,,,,,,,,,,,,,,,,,2,4,2,2,86,3,1,1,1,
300885,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,,0,1,1,1,1,46,6,1,6,2,
300887,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,,18,2,3,2,2,71,3,1,4,1,
300888,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,25,2,1,1,1,47,6,1,9,2,
300890,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,100,2,1,1,1,44,6,1,7,2,
300893,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,4,1,2,30,6,1,4,1,
300894,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,87,6,1,99,2,
300895,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,1,2,2,55,6,1,6,2,6
300896,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,,19,2,1,1,2,56,3,1,99,2,
300897,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,2,4,2,2,50,7,1,2,1,
300898,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,59,3,1,4,2,
300900,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,99,3,1,2,1,
300901,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,,95,2,1,2,2,67,5,1,99,2,
300905,2,2,,,,,,,,,,,,,,,,,,3,3,2,1,74,2,1,3,1,
300906,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,,0,2,4,2,1,60,2,1,99,2,
300907,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,,0,1,3,2,2,66,3,1,6,2,
300908,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,2,,40,2,3,2,1,65,7,1,99,2,
300909,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,100,100,2,2,1,1,55,5,1,4,2,7
300910,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,,20,1,1,2,2,60,7,1,99,2,
300912,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,,1000,4,7,2,1,61,7,1,8,1,
300913,1,1,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,9,9,2,1,99,5,2,99,2,
300919,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,4,4,1,2,29,3,2,3,2,7
300924,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,6,3,2,1,75,5,1,4,2,
300928,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,,9999,1,1,2,1,99,6,1,99,2,
300930,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,1,2,1,99,6,1,99,2,
300932,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,500,0,2,3,2,1,68,6,1,6,2,
300934,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,,0,2,3,1,2,62,3,1,3,1,
300936,2,2,,,,,,,,,,,,,,,,,,5,1,2,2,55,5,1,99,1,
300937,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,1,1,1,2,2,54,3,4,99,2,
300938,2,2,,,,,,,,,,,,,,,,,,2,5,2,2,58,3,1,1,1,
300942,2,2,,,,,,,,,,,,,,,,,,2,1,2,1,36,5,2,7,1,
300954,2,2,,,,,,,,,,,,,,,,,,1,4,2,2,67,2,2,99,2,
300962,2,2,,,,,,,,,,,,,,,,,,1,3,2,1,67,5,1,2,1,
300966,2,2,,,,,,,,,,,,,,,,,,2,1,2,2,56,6,1,4,2,
300980,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,2,1,57,5,1,8,2,
300983,2,2,,,,,,,,,,,,,,,,,,1,3,2,2,87,2,1,2,2,
300985,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,3,4,1,1,53,6,1,7,2,
300987,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,0,2,1,1,2,35,6,1,7,1,
300997,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,,0,1,1,1,2,28,3,1,5,2,7
300998,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,30,1,3,2,2,54,6,1,5,2,
301000,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,,20,1,2,1,2,36,5,1,3,2,7
301005,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,,0,2,2,1,2,53,5,1,6,2,
301010,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,1,1,37,5,1,7,2,
301012,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,3,1,2,1,60,7,1,7,1,
301016,2,2,,,,,,,,,,,,,,,,,,1,3,2,1,67,4,1,3,2,
301017,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,,1,2,2,2,2,59,3,1,7,2,
301018,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,,0,2,3,2,1,70,3,1,5,2,
301019,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,58,2,1,99,1,
301025,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,1,1,1,45,1,1,6,2,
301027,2,2,,,,,,,,,,,,,,,,,,2,3,2,1,72,5,1,99,2,
301028,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,61,3,1,7,2,
